1002,0.0,0.0,41.0,44.0,12.0,53205.0,57329.0,12391.0,27427.0,16770.0,9865.0,11115.0,9341.0,1,2,4,2,4
1900,0.0,0.0,57.0,47.0,68.0,6462.0,8890.0,3962.0,2136.0,2675.0,9450.0,2954.0,7799.0,1,2,4,2,4
3101,0.0,0.0,67.0,47.0,68.0,17212.0,5253.0,4223.0,2602.0,6320.0,5448.0,8008.0,10395.0,1,2,4,2,4
3998,0.0,0.0,70.0,43.0,28.0,9290.0,14085.0,7690.0,1570.0,2624.0,6177.0,2552.0,3274.0,1,2,4,2,4
4899,0.0,0.0,87.0,41.0,57.0,4037.0,3585.0,3077.0,2692.0,5564.0,6355.0,9083.0,3739.0,1,2,4,2,4
6099,0.0,0.0,90.0,40.0,-7.0,8917.0,10984.0,5993.0,1884.0,6039.0,15704.0,2986.0,1533.0,1,2,4,2,4
7000,0.0,0.0,88.0,34.0,49.0,3753.0,8804.0,2659.0,2204.0,8594.0,5892.0,2937.0,3878.0,1,2,4,2,4
7903,0.0,0.0,91.0,34.0,70.0,14200.0,8826.0,2499.0,5586.0,4046.0,6274.0,3141.0,4813.0,1,2,4,2,4
9103,0.0,0.0,80.0,17.0,-17.0,22821.0,52217.0,4310.0,3151.0,10528.0,11522.0,4372.0,3255.0,1,2,4,2,4
9999,0.0,0.0,74.0,23.0,103.0,4938.0,6320.0,4886.0,3734.0,9427.0,6654.0,3260.0,2370.0,1,2,4,2,4
10899,0.0,0.0,69.0,26.0,33.0,5135.0,18759.0,8105.0,580.0,6472.0,7666.0,4774.0,7142.0,1,2,4,2,4
12100,0.0,0.0,66.0,14.0,32.0,12569.0,20488.0,1941.0,2899.0,4272.0,5747.0,3376.0,1991.0,1,2,4,2,4
13001,0.0,0.0,69.0,29.0,11.0,32360.0,17895.0,3202.0,12672.0,16439.0,9540.0,4046.0,3600.0,1,2,4,2,4
13902,0.0,0.0,60.0,24.0,7.0,17270.0,11626.0,3593.0,1488.0,5765.0,2501.0,2418.0,2660.0,1,2,4,2,4
15103,0.0,0.0,54.0,30.0,3.0,10589.0,26880.0,10875.0,5679.0,4153.0,6246.0,2791.0,2402.0,1,2,4,2,4
16002,0.0,0.0,50.0,37.0,17.0,16215.0,30682.0,4521.0,5056.0,3749.0,5162.0,2726.0,6704.0,1,2,4,2,4
16903,0.0,0.0,40.0,35.0,39.0,20914.0,41786.0,13445.0,8267.0,12452.0,6471.0,2009.0,2037.0,1,2,4,2,4
17798,0.0,0.0,41.0,43.0,13.0,13326.0,17630.0,8539.0,6647.0,7712.0,5832.0,3191.0,1520.0,1,2,4,2,4
18999,0.0,0.0,41.0,48.0,33.0,27901.0,14832.0,13967.0,7316.0,6865.0,5499.0,1109.0,3723.0,1,2,4,2,4
19901,0.0,0.0,57.0,47.0,16.0,15800.0,9617.0,551.0,4109.0,2904.0,11735.0,1387.0,1903.0,1,2,4,2,4
21097,0.0,0.0,57.0,37.0,23.0,30334.0,48069.0,4970.0,4772.0,4437.0,5394.0,3425.0,2915.0,1,2,4,2,4
21998,0.0,0.0,61.0,47.0,-12.0,5136.0,9117.0,9848.0,9096.0,4182.0,6973.0,2815.0,1751.0,1,2,4,2,4
22898,0.0,0.0,67.0,34.0,39.0,13483.0,15016.0,3219.0,4936.0,8414.0,7490.0,2420.0,1597.0,1,2,4,2,4
23798,0.0,0.0,64.0,24.0,4.0,7181.0,8814.0,1021.0,1439.0,10129.0,7428.0,1975.0,2544.0,1,2,4,2,4
24999,0.0,0.0,77.0,34.0,37.0,8757.0,8880.0,1611.0,4487.0,2411.0,4428.0,2902.0,1018.0,1,2,4,2,4
25903,0.0,0.0,75.0,13.0,-20.0,9572.0,16980.0,1737.0,2973.0,5018.0,4758.0,1099.0,1447.0,1,2,4,2,4
26800,0.0,0.0,69.0,21.0,41.0,11147.0,13070.0,10068.0,824.0,7050.0,3953.0,1943.0,1097.0,1,2,4,2,4
28002,0.0,0.0,57.0,37.0,10.0,1277.0,8406.0,910.0,5224.0,4536.0,2888.0,3068.0,1714.0,1,2,4,2,4
28903,0.0,0.0,57.0,41.0,21.0,11616.0,7544.0,2212.0,8122.0,4988.0,4704.0,903.0,987.0,1,2,4,2,4
29801,0.0,0.0,56.0,54.0,72.0,10263.0,14240.0,6639.0,7496.0,5871.0,5379.0,2175.0,1788.0,1,2,4,2,4
31002,0.0,0.0,53.0,56.0,38.0,16216.0,7748.0,3349.0,4105.0,4259.0,1701.0,1262.0,1710.0,1,2,4,2,4
31900,0.0,0.0,51.0,63.0,33.0,24012.0,20853.0,5124.0,10822.0,1241.0,5906.0,1469.0,1639.0,1,2,4,2,4
32802,0.0,0.0,47.0,54.0,53.0,3566.0,16247.0,4145.0,2567.0,3457.0,3429.0,3691.0,3184.0,1,2,4,2,4
33997,0.0,0.0,43.0,50.0,55.0,13224.0,18470.0,3831.0,6825.0,5108.0,3747.0,2389.0,1225.0,1,2,4,2,4
34903,0.0,0.0,44.0,61.0,26.0,14882.0,2762.0,10562.0,4380.0,4644.0,2715.0,1436.0,1963.0,1,2,4,2,4
35800,0.0,0.0,38.0,75.0,5.0,15063.0,7468.0,11476.0,10926.0,2757.0,2318.0,2114.0,2060.0,1,2,4,2,4
37001,0.0,0.0,35.0,75.0,26.0,8384.0,23867.0,4601.0,5554.0,3074.0,3229.0,1993.0,1708.0,1,2,4,2,4
37899,0.0,0.0,27.0,96.0,38.0,8198.0,10922.0,6839.0,26732.0,1611.0,2648.0,4844.0,1442.0,1,2,4,2,4
38800,0.0,0.0,29.0,84.0,52.0,12650.0,14639.0,1509.0,11286.0,4622.0,4912.0,1668.0,2152.0,1,2,4,2,4
40001,0.0,0.0,40.0,70.0,27.0,4638.0,9370.0,6216.0,4683.0,3406.0,5228.0,2882.0,2501.0,1,2,4,2,4
