703,0.0,0.0,0.0,0.0,-2048.0,55186.0,23801.0,11258.0,10898.0,17337.0,114590.0,16784.0,13274.0,0
1899,0.0,0.0,0.0,0.0,2047.0,1174535.0,93665.0,56267.0,16585.0,52336.0,285957.0,163585.0,40840.0,0
2800,0.0,0.0,0.0,0.0,2047.0,666513.0,126004.0,40640.0,17339.0,11737.0,257170.0,219360.0,137405.0,0
3701,0.0,0.0,0.0,0.0,-1722.0,294098.0,134392.0,74379.0,123248.0,49037.0,201458.0,278507.0,73386.0,0
4902,0.0,0.0,0.0,0.0,-2048.0,511655.0,303377.0,45306.0,22970.0,62655.0,186035.0,115826.0,66258.0,0
5799,0.0,0.0,0.0,0.0,2047.0,967895.0,784511.0,94586.0,50488.0,109379.0,368572.0,186481.0,49708.0,0
6699,0.0,0.0,0.0,0.0,2047.0,518325.0,82686.0,10391.0,27526.0,65593.0,134464.0,145806.0,65237.0,0
7900,0.0,0.0,0.0,0.0,-294.0,495656.0,107091.0,29683.0,118547.0,80341.0,250656.0,430293.0,65557.0,0
8801,0.0,0.0,0.0,0.0,-2048.0,565173.0,277859.0,19964.0,21577.0,58153.0,384414.0,178838.0,101559.0,0
9702,0.0,0.0,0.0,0.0,2047.0,691000.0,732371.0,19283.0,28917.0,52283.0,227014.0,154471.0,62119.0,0
10904,0.0,0.0,0.0,0.0,2047.0,589209.0,59931.0,39927.0,14102.0,25667.0,203796.0,220783.0,43305.0,0
11800,0.0,0.0,0.0,0.0,1386.0,814613.0,226072.0,460628.0,568402.0,183575.0,903598.0,1796532.0,1013067.0,0
12702,0.0,0.0,0.0,0.0,-2048.0,868812.0,76782.0,44735.0,70015.0,39564.0,269441.0,93341.0,48822.0,0
13598,0.0,0.0,0.0,0.0,2047.0,993581.0,312228.0,104308.0,140935.0,98113.0,205034.0,130996.0,62761.0,0
14800,0.0,0.0,0.0,0.0,2047.0,831526.0,57763.0,8737.0,14320.0,19997.0,243322.0,210786.0,86624.0,0
15701,0.0,0.0,0.0,0.0,2047.0,131343.0,18502.0,28511.0,20673.0,16613.0,117169.0,33296.0,25838.0,0
16602,0.0,0.0,0.0,0.0,-2048.0,1675960.0,90146.0,18477.0,134290.0,214307.0,152316.0,186235.0,47567.0,0
17803,0.0,0.0,0.0,0.0,1801.0,476148.0,307689.0,233631.0,113441.0,76032.0,124434.0,111439.0,71075.0,0
18704,0.0,0.0,0.0,0.0,2047.0,667616.0,69439.0,10749.0,12480.0,20211.0,371182.0,344271.0,82608.0,0
19600,0.0,0.0,0.0,0.0,2047.0,1125857.0,411853.0,27893.0,76963.0,15554.0,320757.0,388770.0,148320.0,0
20801,0.0,0.0,0.0,0.0,-2048.0,684660.0,165861.0,89856.0,47915.0,50410.0,259893.0,398046.0,128806.0,0
21702,0.0,0.0,0.0,0.0,-628.0,560549.0,111966.0,43610.0,29562.0,63284.0,321098.0,152734.0,53269.0,0
22600,0.0,0.0,0.0,0.0,2047.0,499769.0,16300.0,2567.0,14665.0,5409.0,49118.0,43068.0,6939.0,0
23801,0.0,0.0,0.0,0.0,2047.0,76559.0,82432.0,28225.0,8986.0,27891.0,150269.0,44438.0,28616.0,0
24702,0.0,0.0,0.0,0.0,-2048.0,63745.0,121210.0,211.0,6155.0,9797.0,141790.0,50845.0,17630.0,0
25603,0.0,0.0,0.0,0.0,-2048.0,464716.0,179565.0,31011.0,12191.0,6862.0,353192.0,237981.0,43334.0,0
26799,0.0,0.0,0.0,0.0,2047.0,1632997.0,145316.0,9288.0,34053.0,93089.0,221244.0,225567.0,145398.0,0
27700,0.0,0.0,0.0,0.0,2047.0,41936.0,79302.0,5546.0,4603.0,20595.0,139143.0,70028.0,16984.0,0
28601,0.0,0.0,0.0,0.0,-2048.0,121022.0,34649.0,20155.0,12708.0,7895.0,156480.0,76292.0,34064.0,0
29801,0.0,0.0,0.0,0.0,-2048.0,859218.0,322144.0,19015.0,18109.0,45658.0,147271.0,102434.0,30582.0,0
30702,0.0,0.0,0.0,0.0,2047.0,284079.0,160405.0,63440.0,25027.0,24172.0,245201.0,433401.0,30475.0,0
31603,0.0,0.0,0.0,0.0,2047.0,1395388.0,369832.0,143451.0,145361.0,182569.0,870354.0,1603495.0,303937.0,0
32801,0.0,0.0,0.0,0.0,-2048.0,564415.0,94834.0,8542.0,108365.0,113424.0,183991.0,205298.0,73815.0,0
33702,0.0,0.0,0.0,0.0,-2048.0,420360.0,184732.0,42330.0,11783.0,20981.0,133024.0,167224.0,10682.0,0
34600,0.0,0.0,0.0,0.0,2047.0,301897.0,317605.0,6372.0,9741.0,31580.0,331970.0,308620.0,22827.0,0
35801,0.0,0.0,0.0,0.0,2047.0,20177.0,35856.0,7925.0,7839.0,12460.0,332278.0,31614.0,14868.0,0
36702,0.0,0.0,0.0,0.0,-2048.0,504396.0,114709.0,9468.0,59675.0,86373.0,153731.0,258413.0,75639.0,0
37603,0.0,0.0,0.0,0.0,-2048.0,152786.0,167552.0,32783.0,11095.0,18169.0,215598.0,275044.0,37011.0,0
38799,0.0,0.0,0.0,0.0,2047.0,1058774.0,467065.0,15469.0,13856.0,19910.0,240675.0,253166.0,33044.0,0
39700,0.0,0.0,0.0,0.0,2047.0,658888.0,217905.0,51697.0,59377.0,45824.0,384520.0,438481.0,103795.0,0
40603,0.0,0.0,0.0,0.0,-2048.0,80725.0,23115.0,9381.0,11253.0,19779.0,89639.0,91856.0,17794.0,0
42704,0.0,0.0,0.0,0.0,2047.0,2102590.0,1643186.0,17472.0,74700.0,270959.0,736954.0,558302.0,187374.0,0
43600,0.0,0.0,0.0,0.0,2047.0,733481.0,238346.0,29170.0,35315.0,62073.0,364788.0,489391.0,70583.0,0
44501,0.0,0.0,0.0,0.0,-2048.0,53588.0,31836.0,6446.0,16828.0,12295.0,101824.0,43001.0,21870.0,0
45702,0.0,0.0,0.0,0.0,-2048.0,121660.0,195709.0,36702.0,9174.0,13904.0,350681.0,339209.0,25512.0,0
46603,0.0,0.0,0.0,0.0,2047.0,2022210.0,690749.0,42628.0,81998.0,46189.0,129472.0,151004.0,48372.0,0
47504,0.0,0.0,0.0,0.0,2047.0,222205.0,84831.0,22673.0,29417.0,42035.0,396950.0,330003.0,54090.0,0
48700,0.0,0.0,0.0,0.0,-2048.0,118784.0,35335.0,6016.0,25445.0,37773.0,44510.0,56518.0,11934.0,0
49601,0.0,0.0,0.0,0.0,-2048.0,322605.0,112612.0,119760.0,57529.0,20785.0,465846.0,173505.0,76277.0,0
50504,0.0,0.0,0.0,0.0,2047.0,604116.0,468070.0,55170.0,11098.0,32694.0,239409.0,199209.0,50212.0,0
51700,0.0,0.0,0.0,0.0,2047.0,62570.0,62992.0,3488.0,25906.0,33622.0,75962.0,100815.0,18551.0,0
52603,0.0,0.0,0.0,0.0,-2048.0,592998.0,208483.0,21161.0,74263.0,34051.0,250716.0,327949.0,78634.0,0
53504,0.0,0.0,0.0,0.0,-2048.0,611181.0,118287.0,26908.0,15458.0,39766.0,166360.0,87802.0,77182.0,0
54702,0.0,0.0,0.0,0.0,2047.0,132272.0,415545.0,64654.0,53029.0,45753.0,171147.0,255240.0,150248.0,0
55603,0.0,0.0,0.0,0.0,2047.0,372391.0,286092.0,104739.0,69678.0,69512.0,180479.0,313929.0,96719.0,0
56501,0.0,0.0,0.0,0.0,-2048.0,460857.0,233279.0,7833.0,41847.0,55391.0,398402.0,512325.0,58255.0,0
57702,0.0,0.0,0.0,0.0,185.0,988011.0,348979.0,36876.0,70179.0,42764.0,261096.0,243412.0,58183.0,0
58603,0.0,0.0,0.0,0.0,2047.0,510082.0,85737.0,15979.0,47795.0,17734.0,186168.0,285595.0,128240.0,0
59504,0.0,0.0,0.0,0.0,2047.0,198439.0,452690.0,9917.0,62238.0,77290.0,421841.0,357433.0,55807.0,0
60701,0.0,0.0,0.0,0.0,-2048.0,759866.0,154276.0,74923.0,27188.0,35753.0,150111.0,400148.0,89617.0,0
61602,0.0,0.0,0.0,0.0,1847.0,363343.0,283047.0,46654.0,67828.0,17636.0,327841.0,200673.0,70074.0,0
62503,0.0,0.0,0.0,0.0,2047.0,756082.0,59706.0,20680.0,17501.0,29762.0,199233.0,140410.0,45769.0,0
63399,0.0,0.0,0.0,0.0,867.0,1916799.0,761622.0,259915.0,81599.0,233440.0,1186654.0,1312274.0,302845.0,0
64600,0.0,0.0,0.0,0.0,-2048.0,659275.0,123099.0,17243.0,55610.0,44999.0,286534.0,179847.0,53506.0,0
65501,0.0,0.0,0.0,0.0,2047.0,441443.0,317068.0,64369.0,69301.0,21241.0,307675.0,184535.0,65157.0,0
66402,0.0,0.0,0.0,0.0,2047.0,1114910.0,113175.0,38469.0,48252.0,58516.0,357119.0,337449.0,79684.0,0
67603,0.0,0.0,0.0,0.0,-1762.0,546368.0,157839.0,80462.0,88333.0,38982.0,182815.0,473593.0,79652.0,0
68504,0.0,0.0,0.0,0.0,-2048.0,506026.0,115331.0,13433.0,17970.0,10066.0,167627.0,129114.0,48101.0,0
69700,0.0,0.0,0.0,0.0,2047.0,595788.0,125835.0,7216.0,18408.0,10015.0,238063.0,172311.0,25400.0,0
70603,0.0,0.0,0.0,0.0,2047.0,751067.0,128854.0,27578.0,42886.0,48733.0,458176.0,266284.0,43558.0,0
71504,0.0,0.0,0.0,0.0,-2048.0,951493.0,396100.0,5117.0,44185.0,100217.0,428741.0,505680.0,178667.0,0
72400,0.0,0.0,0.0,0.0,-2048.0,750486.0,214476.0,16852.0,60881.0,9858.0,85282.0,86523.0,30168.0,0
73601,0.0,0.0,0.0,0.0,2047.0,379812.0,147958.0,54303.0,9897.0,29615.0,198966.0,181650.0,51085.0,0
74502,0.0,0.0,0.0,0.0,2047.0,432508.0,296573.0,43781.0,41134.0,10979.0,233663.0,274398.0,41335.0,0
75403,0.0,0.0,0.0,0.0,-2048.0,180071.0,50834.0,8752.0,17486.0,39446.0,91427.0,77148.0,18791.0,0
76599,0.0,0.0,0.0,0.0,-2048.0,254710.0,175770.0,17754.0,9609.0,8534.0,262003.0,289016.0,26042.0,0
77502,0.0,0.0,0.0,0.0,2047.0,1099789.0,392634.0,5562.0,26644.0,42895.0,164450.0,171048.0,41484.0,0
78403,0.0,0.0,0.0,0.0,2047.0,38326.0,24820.0,2749.0,13543.0,11294.0,120482.0,36317.0,36221.0,0
79599,0.0,0.0,0.0,0.0,-2048.0,554140.0,157031.0,43273.0,60123.0,79775.0,289983.0,524232.0,104044.0,0
80500,0.0,0.0,0.0,0.0,-2048.0,570039.0,162855.0,10603.0,11533.0,17027.0,261619.0,264171.0,31530.0,0
81398,0.0,0.0,0.0,0.0,2047.0,462278.0,105458.0,34256.0,38743.0,26531.0,139202.0,257653.0,75702.0,0
82599,0.0,0.0,0.0,0.0,2047.0,58206.0,93952.0,16940.0,17795.0,22696.0,58824.0,59225.0,16992.0,0
83502,0.0,0.0,0.0,0.0,-2048.0,534179.0,214217.0,18343.0,22479.0,37608.0,299592.0,459229.0,83262.0,0
84403,0.0,0.0,0.0,0.0,907.0,414676.0,114838.0,21393.0,30385.0,13326.0,209193.0,183331.0,30027.0,0
85599,0.0,0.0,0.0,0.0,2047.0,1510044.0,100285.0,49007.0,18652.0,77755.0,164334.0,391821.0,148291.0,0
