1003,0.0,0.0,53.0,63.0,-3.0,775655.0,478227.0,307857.0,55536.0,168576.0,70179.0,40269.0,28792.0,4,2,2,6
1898,0.0,0.0,35.0,69.0,20.0,145532.0,21955.0,16437.0,8084.0,6309.0,5891.0,3591.0,576.0,4,2,2,6
3098,0.0,0.0,24.0,66.0,28.0,1439944.0,237426.0,15278.0,23665.0,6398.0,31538.0,10490.0,4944.0,4,2,2,6
4004,0.0,0.0,24.0,66.0,-141.0,1087560.0,12795.0,672.0,6117.0,2300.0,3345.0,4865.0,867.0,4,2,2,6
4899,0.0,0.0,21.0,61.0,139.0,421293.0,147982.0,60902.0,45897.0,13601.0,30265.0,13222.0,3599.0,4,2,2,6
6099,0.0,0.0,41.0,51.0,-18.0,227684.0,84676.0,16595.0,24353.0,16083.0,105222.0,5022.0,1427.0,4,2,2,6
7001,0.0,0.0,57.0,53.0,-73.0,2265079.0,48307.0,82437.0,140472.0,15464.0,227432.0,30097.0,6403.0,4,2,2,6
7901,0.0,0.0,64.0,64.0,-42.0,83208.0,11927.0,6755.0,811.0,2141.0,4271.0,6877.0,274.0,4,2,2,6
8802,0.0,0.0,63.0,66.0,279.0,901346.0,44037.0,18886.0,27924.0,8475.0,8999.0,16990.0,2883.0,4,2,2,6
9999,0.0,0.0,50.0,74.0,23.0,683118.0,104452.0,27277.0,27610.0,5547.0,28386.0,13648.0,673.0,4,2,2,6
10901,0.0,0.0,50.0,74.0,-45.0,279380.0,15739.0,9286.0,12574.0,10546.0,6359.0,2117.0,1179.0,4,2,2,6
11801,0.0,0.0,43.0,63.0,-171.0,170825.0,63135.0,12592.0,19856.0,5626.0,38704.0,9018.0,1318.0,4,2,2,6
13003,0.0,0.0,43.0,67.0,259.0,84976.0,27291.0,11542.0,17816.0,1781.0,12915.0,1729.0,271.0,4,2,2,6
13900,0.0,0.0,43.0,67.0,140.0,448037.0,35933.0,6960.0,16291.0,2354.0,32766.0,772.0,622.0,4,2,2,6
14803,0.0,0.0,60.0,60.0,-327.0,630905.0,81247.0,36853.0,17240.0,31353.0,72795.0,7950.0,1073.0,4,2,2,6
15999,0.0,0.0,57.0,51.0,-114.0,1491085.0,98503.0,5458.0,12881.0,4970.0,18617.0,19217.0,1689.0,4,2,2,6
16899,0.0,0.0,48.0,56.0,330.0,1942827.0,546066.0,160511.0,263815.0,51060.0,128060.0,98886.0,10940.0,4,2,2,6
17802,0.0,0.0,40.0,56.0,-56.0,1828515.0,250905.0,112163.0,90673.0,21147.0,41759.0,70260.0,7140.0,4,2,2,6
19003,0.0,0.0,27.0,54.0,-56.0,576423.0,172784.0,12636.0,38872.0,6267.0,30316.0,21660.0,2191.0,4,2,2,6
19899,0.0,0.0,27.0,54.0,-108.0,1378364.0,92161.0,16681.0,55176.0,48833.0,22725.0,14761.0,4106.0,4,2,2,6
