00000100001	0.562500
00101101001	0.553750
00100100001	0.552500
00101100001	0.551250
00101101011	0.551250
00001001011	0.551250
00101001001	0.547500
00101001011	0.547500
00101100000	0.545000
00001001001	0.545000
00100001001	0.543750
00101000001	0.543750
00100000001	0.543750
00000001000	0.542500
00100101011	0.540000
00000101001	0.538750
00001000010	0.538750
00001101001	0.537500
00100100000	0.537500
00011001001	0.536250
00100101001	0.536250
00001100001	0.536250
00111001011	0.535000
00000001001	0.533750
01101001001	0.533750
00110101011	0.532500
00110101001	0.532500
00101000010	0.531250
00011000001	0.531250
00000001011	0.530000
00111100001	0.530000
00110001001	0.530000
00111101001	0.530000
00001100000	0.530000
00100001011	0.528750
00110001011	0.528750
00111101011	0.527500
00100000010	0.527500
00111000001	0.527500
00000101011	0.527500
01101001011	0.527500
00001000001	0.526250
00010001001	0.526250
00101100011	0.526250
00010001011	0.526250
00000100010	0.526250
00010101001	0.523750
00011001011	0.523750
00110100001	0.523750
00111000011	0.522500
00011101001	0.522500
00101000000	0.522500
00110000011	0.522500
00110100011	0.521250
00101000011	0.521250
00001101011	0.521250
00110001010	0.521250
00111001010	0.520000
01101101001	0.520000
00111100011	0.518750
00111001001	0.518750
00000000010	0.517500
00100001010	0.517500
00011001010	0.517500
00000011000	0.517500
00101101000	0.517500
00101001000	0.516250
00101100010	0.516250
00101001010	0.516250
00100100010	0.516250
00110100000	0.516250
00110010011	0.515000
00100000011	0.515000
00010000001	0.515000
00111100000	0.515000
00100100011	0.515000
01001001001	0.515000
00110000001	0.513750
00110010001	0.513750
00000100000	0.513750
01110001001	0.513750
00010000011	0.513750
00010101011	0.513750
01101000010	0.512500
00000100011	0.512500
00101110000	0.511250
00001011011	0.511250
00000001010	0.511250
00011100010	0.511250
00001001010	0.511250
00100101000	0.511250
01100101001	0.511250
00011000011	0.511250
00010100010	0.511250
01101101011	0.511250
00101111011	0.511250
00010100001	0.511250
00001011010	0.510000
00001010010	0.510000
00111101010	0.510000
00101101010	0.510000
00110111011	0.510000
01001001011	0.510000
00110101010	0.510000
00010011010	0.510000
00011100000	0.510000
00111111001	0.508750
00110110011	0.508750
00111111011	0.508750
01100100001	0.507500
00010100011	0.507500
01100101011	0.507500
00111110001	0.507500
00111010011	0.506250
01011001001	0.506250
00000011010	0.506250
00011000010	0.506250
00010001010	0.506250
00110110001	0.506250
00010100000	0.506250
00100111011	0.506250
01101100001	0.505000
01011000001	0.505000
00110010111	0.505000
00110111001	0.505000
00011101010	0.505000
00111010001	0.505000
00010000010	0.505000
01011001011	0.505000
00011011010	0.505000
00010010010	0.505000
01101101010	0.505000
00011101011	0.503750
00111011011	0.503750
00000111001	0.503750
01101000001	0.503750
00010101010	0.503750
01010001001	0.503750
00111101000	0.503750
00011100001	0.503750
01101001010	0.503750
00000010000	0.503750
00110011011	0.502500
00100100100	0.502500
01101100010	0.502500
00010011000	0.502500
00100110000	0.502500
00001100010	0.502500
00100011001	0.502500
00110000111	0.502500
00100101100	0.501250
00111110011	0.501250
00000111011	0.501250
00101110001	0.501250
00101011011	0.501250
00000110001	0.501250
00110011010	0.500000
00010110011	0.500000
00110011001	0.500000
01001101001	0.500000
01100001001	0.500000
00010111010	0.500000
00101111001	0.500000
00110101000	0.500000
00011111011	0.500000
00100011011	0.500000
00111100010	0.498750
00011100011	0.498750
00100110100	0.498750
01110001011	0.498750
00001000011	0.498750
01100100010	0.498750
01010001011	0.498750
00111001000	0.498750
00001111011	0.498750
01010101001	0.498750
00010111011	0.498750
00100011010	0.498750
01101001000	0.498750
01110001010	0.497500
01011101001	0.497500
00000000001	0.497500
00100110001	0.497500
00101010011	0.497500
00100110011	0.497500
00111000111	0.496250
00000000011	0.496250
00010111001	0.496250
00000010010	0.496250
00000100100	0.496250
00011110000	0.496250
00011010001	0.496250
01101100011	0.496250
01001101011	0.496250
00101010001	0.496250
01101000000	0.496250
00011010011	0.496250
00010011011	0.496250
00001111010	0.496250
00100101010	0.496250
00101010010	0.496250
00011111010	0.496250
00010010001	0.496250
00101110011	0.496250
00111101111	0.495000
00100111001	0.495000
00100011101	0.495000
00001110011	0.495000
01000001011	0.495000
00001111001	0.495000
00110010010	0.493750
01100001010	0.493750
00111011010	0.493750
00111001111	0.493750
00000011011	0.493750
00110111010	0.493750
00100001000	0.493750
00001001000	0.493750
00011010010	0.493750
00011011011	0.493750
00010010011	0.493750
00011111001	0.493750
00111111010	0.493750
01101100000	0.492500
00001010011	0.492500
00010110001	0.492500
01000101011	0.492500
00000010110	0.492500
01001000010	0.492500
01010101011	0.492500
01001100001	0.492500
00110000010	0.492500
00110001111	0.492500
00100010010	0.492500
00111010111	0.492500
01100111011	0.491250
00101101111	0.491250
01101011010	0.491250
00110001101	0.491250
00001010001	0.491250
01010100011	0.491250
00000101100	0.491250
00110001000	0.491250
00001101010	0.491250
00000111010	0.491250
