1	0.458750	0.497500
2	0.497500	0.517500
3	0.466250	0.496250
4	0.550000	0.431250
5	0.573750	0.432500
6	0.561250	0.455000
7	0.571250	0.428750
8	0.508750	0.542500
9	0.492500	0.533750
10	0.468750	0.511250
11	0.476250	0.530000
12	0.571250	0.450000
13	0.552500	0.453750
14	0.535000	0.470000
15	0.540000	0.463750
16	0.520000	0.503750
17	0.487500	0.452500
18	0.481250	0.496250
19	0.461250	0.466250
20	0.573750	0.483750
21	0.551250	0.447500
22	0.565000	0.492500
23	0.557500	0.442500
24	0.522500	0.517500
25	0.493750	0.491250
26	0.502500	0.506250
27	0.480000	0.493750
28	0.570000	0.477500
29	0.535000	0.455000
30	0.550000	0.480000
31	0.542500	0.466250
32	0.527500	0.513750
33	0.521250	0.562500
34	0.517500	0.526250
35	0.487500	0.512500
36	0.606250	0.496250
37	0.598750	0.465000
38	0.595000	0.476250
39	0.567500	0.461250
40	0.501250	0.490000
41	0.520000	0.538750
42	0.496250	0.490000
43	0.486250	0.527500
44	0.591250	0.491250
45	0.573750	0.452500
46	0.555000	0.456250
47	0.543750	0.475000
48	0.567500	0.487500
49	0.528750	0.501250
50	0.533750	0.476250
51	0.507500	0.485000
52	0.593750	0.482500
53	0.582500	0.457500
54	0.592500	0.476250
55	0.578750	0.456250
56	0.530000	0.481250
57	0.517500	0.503750
58	0.523750	0.491250
59	0.503750	0.501250
60	0.590000	0.486250
61	0.570000	0.451250
62	0.561250	0.471250
63	0.542500	0.470000
64	0.637500	0.487500
65	0.581250	0.526250
66	0.593750	0.538750
67	0.568750	0.498750
68	0.653750	0.457500
69	0.622500	0.452500
70	0.613750	0.476250
71	0.583750	0.460000
72	0.562500	0.493750
73	0.538750	0.545000
74	0.531250	0.511250
75	0.522500	0.551250
76	0.593750	0.458750
77	0.566250	0.445000
78	0.568750	0.453750
79	0.545000	0.470000
80	0.651250	0.457500
81	0.593750	0.491250
82	0.602500	0.510000
83	0.567500	0.492500
84	0.633750	0.490000
85	0.608750	0.458750
86	0.626250	0.473750
87	0.605000	0.451250
88	0.602500	0.456250
89	0.565000	0.485000
90	0.546250	0.510000
91	0.525000	0.511250
92	0.606250	0.467500
93	0.576250	0.441250
94	0.577500	0.466250
95	0.572500	0.465000
96	0.597500	0.530000
97	0.582500	0.536250
98	0.583750	0.502500
99	0.572500	0.491250
100	0.640000	0.478750
101	0.611250	0.442500
102	0.603750	0.466250
103	0.582500	0.453750
104	0.576250	0.477500
105	0.560000	0.537500
106	0.543750	0.491250
107	0.552500	0.521250
108	0.600000	0.463750
109	0.571250	0.452500
110	0.577500	0.452500
111	0.568750	0.466250
112	0.637500	0.485000
113	0.590000	0.488750
114	0.587500	0.483750
115	0.567500	0.495000
116	0.632500	0.488750
117	0.611250	0.446250
118	0.628750	0.465000
119	0.598750	0.452500
120	0.596250	0.461250
121	0.575000	0.495000
122	0.572500	0.496250
123	0.548750	0.498750
124	0.610000	0.465000
125	0.588750	0.451250
126	0.591250	0.457500
127	0.578750	0.465000
128	0.577500	0.470000
129	0.560000	0.515000
130	0.545000	0.505000
131	0.547500	0.513750
132	0.598750	0.458750
133	0.600000	0.460000
134	0.585000	0.471250
135	0.572500	0.475000
136	0.521250	0.488750
137	0.517500	0.526250
138	0.528750	0.506250
139	0.502500	0.526250
140	0.572500	0.477500
141	0.561250	0.467500
142	0.545000	0.482500
143	0.545000	0.480000
144	0.577500	0.487500
145	0.557500	0.496250
146	0.546250	0.505000
147	0.536250	0.493750
148	0.588750	0.455000
149	0.580000	0.443750
150	0.600000	0.475000
151	0.581250	0.463750
152	0.547500	0.502500
153	0.542500	0.490000
154	0.530000	0.510000
155	0.517500	0.496250
156	0.580000	0.485000
157	0.558750	0.455000
158	0.573750	0.466250
159	0.562500	0.473750
160	0.546250	0.506250
161	0.566250	0.511250
162	0.537500	0.511250
163	0.537500	0.507500
164	0.593750	0.483750
165	0.592500	0.461250
166	0.588750	0.455000
167	0.578750	0.470000
168	0.536250	0.478750
169	0.528750	0.523750
170	0.522500	0.503750
171	0.512500	0.513750
172	0.571250	0.471250
173	0.568750	0.462500
174	0.561250	0.450000
175	0.560000	0.471250
176	0.588750	0.485000
177	0.573750	0.492500
178	0.572500	0.481250
179	0.545000	0.500000
180	0.586250	0.475000
181	0.582500	0.443750
182	0.598750	0.452500
183	0.581250	0.465000
184	0.558750	0.466250
185	0.545000	0.496250
186	0.556250	0.500000
187	0.535000	0.498750
188	0.582500	0.467500
189	0.553750	0.451250
190	0.573750	0.452500
191	0.560000	0.465000
192	0.583750	0.487500
193	0.590000	0.531250
194	0.592500	0.506250
195	0.571250	0.511250
196	0.607500	0.467500
197	0.610000	0.468750
198	0.602500	0.466250
199	0.591250	0.483750
200	0.547500	0.461250
201	0.548750	0.536250
202	0.521250	0.517500
203	0.543750	0.523750
204	0.595000	0.460000
205	0.573750	0.470000
206	0.588750	0.467500
207	0.567500	0.485000
208	0.622500	0.488750
209	0.607500	0.496250
210	0.617500	0.493750
211	0.575000	0.496250
212	0.626250	0.467500
213	0.608750	0.461250
214	0.611250	0.461250
215	0.590000	0.473750
216	0.603750	0.470000
217	0.561250	0.491250
218	0.578750	0.505000
219	0.552500	0.493750
220	0.601250	0.467500
221	0.561250	0.463750
222	0.583750	0.465000
223	0.567500	0.478750
224	0.577500	0.510000
225	0.582500	0.503750
226	0.576250	0.511250
227	0.590000	0.498750
228	0.626250	0.482500
229	0.617500	0.450000
230	0.621250	0.461250
231	0.590000	0.468750
232	0.547500	0.487500
233	0.557500	0.522500
234	0.526250	0.505000
235	0.547500	0.503750
236	0.587500	0.452500
237	0.567500	0.466250
238	0.577500	0.456250
239	0.577500	0.481250
240	0.633750	0.496250
