1600,0.0,0.0,23.0,61.0,307.0,325528.0,48218.0,26334.0,35023.0,7899.0,16241.0,8475.0,2232.0,1,2,6,6,6
2503,0.0,0.0,23.0,64.0,91.0,1597773.0,93760.0,23703.0,35882.0,11354.0,10111.0,7341.0,2114.0,1,2,6,6,6
3399,0.0,0.0,17.0,53.0,-21.0,1006070.0,143005.0,25645.0,10216.0,5660.0,16016.0,8500.0,1521.0,1,2,6,6,6
4600,0.0,0.0,17.0,50.0,195.0,1182055.0,363868.0,54848.0,74545.0,26284.0,45651.0,24071.0,3955.0,1,2,6,6,6
5501,0.0,0.0,14.0,35.0,-59.0,152219.0,75133.0,10244.0,13603.0,22443.0,10492.0,7170.0,1341.0,1,2,6,6,6
6402,0.0,0.0,20.0,26.0,11.0,1691823.0,75359.0,11793.0,12572.0,18641.0,9743.0,13533.0,984.0,1,2,6,6,6
7303,0.0,0.0,23.0,37.0,-135.0,60852.0,18593.0,5397.0,8908.0,2087.0,4986.0,1260.0,466.0,1,2,6,6,6
8500,0.0,0.0,26.0,47.0,263.0,550858.0,44988.0,42088.0,12769.0,10071.0,13667.0,6641.0,2287.0,1,2,6,6,6
9401,0.0,0.0,30.0,53.0,70.0,359860.0,84800.0,17950.0,23499.0,4119.0,23798.0,17954.0,777.0,1,2,6,6,6
10302,0.0,0.0,21.0,50.0,-24.0,258761.0,33243.0,2168.0,3051.0,1310.0,1407.0,4565.0,183.0,1,2,6,6,6
11503,0.0,0.0,26.0,38.0,-145.0,650172.0,85692.0,11501.0,11057.0,5285.0,23734.0,10802.0,556.0,1,2,6,6,6
12400,0.0,0.0,27.0,27.0,-74.0,155399.0,13318.0,3505.0,3040.0,6886.0,3367.0,5712.0,551.0,1,2,6,6,6
13300,0.0,0.0,29.0,30.0,130.0,87378.0,12019.0,5817.0,3938.0,910.0,3857.0,6711.0,163.0,1,2,6,6,6
14503,0.0,0.0,56.0,27.0,-267.0,1196077.0,56263.0,3275.0,8765.0,11379.0,37850.0,2719.0,1232.0,1,2,6,6,6
15401,0.0,0.0,43.0,50.0,-209.0,702313.0,41500.0,48287.0,28941.0,6304.0,6588.0,6720.0,2217.0,1,2,6,6,6
16298,0.0,0.0,37.0,47.0,194.0,376901.0,114119.0,25077.0,8943.0,26317.0,14138.0,13506.0,2625.0,1,2,6,6,6
17499,0.0,0.0,38.0,35.0,119.0,184351.0,19548.0,1329.0,3689.0,1363.0,5771.0,3147.0,253.0,1,2,6,6,6
18399,0.0,0.0,21.0,40.0,-45.0,623643.0,127482.0,13198.0,11943.0,4367.0,14538.0,5020.0,1416.0,1,2,6,6,6
19299,0.0,0.0,29.0,24.0,-123.0,1864767.0,66811.0,5821.0,24331.0,7392.0,11508.0,10503.0,1364.0,1,2,6,6,6
20500,0.0,0.0,34.0,13.0,132.0,64303.0,31274.0,1823.0,1207.0,5162.0,4379.0,2645.0,233.0,1,2,6,6,6
21401,0.0,0.0,23.0,13.0,230.0,813625.0,94192.0,11405.0,6582.0,4177.0,9729.0,27064.0,612.0,1,2,6,6,6
22302,0.0,0.0,27.0,20.0,-158.0,268318.0,43234.0,10027.0,7066.0,3866.0,8478.0,367.0,661.0,1,2,6,6,6
23502,0.0,0.0,38.0,29.0,-169.0,575145.0,6453.0,29745.0,9779.0,17439.0,15783.0,9944.0,1201.0,1,2,6,6,6
24400,0.0,0.0,34.0,47.0,189.0,121114.0,26213.0,7754.0,4697.0,5183.0,3027.0,1617.0,486.0,1,2,6,6,6
25296,0.0,0.0,37.0,67.0,282.0,172304.0,11994.0,19145.0,6545.0,1278.0,5219.0,1797.0,240.0,1,2,6,6,6
26497,0.0,0.0,40.0,78.0,-21.0,178384.0,10310.0,9633.0,5249.0,2504.0,5379.0,875.0,394.0,1,2,6,6,6
27401,0.0,0.0,27.0,63.0,-206.0,825555.0,91368.0,4903.0,19716.0,2646.0,11918.0,11185.0,761.0,1,2,6,6,6
28302,0.0,0.0,35.0,53.0,183.0,1571459.0,394959.0,32836.0,38562.0,24139.0,79033.0,66104.0,3363.0,1,2,6,6,6
29200,0.0,0.0,30.0,44.0,16.0,1338955.0,205420.0,152673.0,22708.0,32962.0,34833.0,66828.0,3785.0,1,2,6,6,6
30401,0.0,0.0,27.0,48.0,39.0,145557.0,9392.0,8558.0,6327.0,1784.0,3091.0,2205.0,481.0,1,2,6,6,6
31302,0.0,0.0,26.0,56.0,-202.0,2263428.0,269419.0,80418.0,96666.0,15220.0,37850.0,89361.0,5480.0,1,2,6,6,6
32197,0.0,0.0,24.0,69.0,132.0,493981.0,67737.0,32214.0,20699.0,18537.0,15075.0,30404.0,1264.0,1,2,6,6,6
33400,0.0,0.0,26.0,70.0,218.0,996642.0,156729.0,65439.0,80895.0,23814.0,33900.0,47529.0,7402.0,1,2,6,6,6
34303,0.0,0.0,21.0,63.0,-49.0,203634.0,71749.0,24087.0,32460.0,19790.0,11331.0,9164.0,1986.0,1,2,6,6,6
35199,0.0,0.0,21.0,63.0,-204.0,1480570.0,67666.0,13212.0,28044.0,11016.0,8785.0,5248.0,3496.0,1,2,6,6,6
36400,0.0,0.0,24.0,67.0,69.0,514246.0,19407.0,13783.0,33986.0,21302.0,13733.0,6250.0,1197.0,1,2,6,6,6
37301,0.0,0.0,26.0,57.0,66.0,866501.0,92098.0,23925.0,5928.0,12588.0,15744.0,3486.0,1128.0,1,2,6,6,6
38202,0.0,0.0,34.0,43.0,-67.0,874267.0,106275.0,10228.0,9798.0,11094.0,22804.0,2777.0,923.0,1,2,6,6,6
39400,0.0,0.0,21.0,35.0,-163.0,307754.0,323353.0,56637.0,15965.0,3867.0,9017.0,11055.0,2083.0,1,2,6,6,6
40302,0.0,0.0,11.0,21.0,137.0,756269.0,617150.0,68820.0,112058.0,54606.0,52291.0,22084.0,5044.0,1,2,6,6,6
