1003,0.0,0.0,20.0,41.0,91.0,812194.0,136483.0,20643.0,23671.0,7441.0,18217.0,9096.0,18040.0,5,7,7,2
1896,0.0,0.0,14.0,40.0,12.0,1534734.0,353780.0,34153.0,45897.0,24588.0,79472.0,50202.0,49873.0,5,7,7,2
2802,0.0,0.0,21.0,37.0,42.0,391089.0,358925.0,2872.0,31906.0,5839.0,18995.0,21184.0,8314.0,5,7,7,2
3700,0.0,0.0,26.0,43.0,-325.0,715021.0,24800.0,17525.0,3893.0,1242.0,3288.0,7453.0,1947.0,5,7,7,2
4901,0.0,0.0,30.0,47.0,-85.0,698427.0,16510.0,7648.0,2527.0,4142.0,5111.0,2816.0,2730.0,5,7,7,2
5802,0.0,0.0,26.0,54.0,40.0,2109018.0,423361.0,192882.0,28369.0,26864.0,61349.0,48104.0,41296.0,5,7,7,2
6698,0.0,0.0,38.0,70.0,149.0,2222148.0,98179.0,45810.0,43984.0,19052.0,34308.0,19884.0,11081.0,5,7,7,2
7899,0.0,0.0,37.0,63.0,-103.0,384953.0,104990.0,33757.0,4863.0,5472.0,8082.0,12573.0,10357.0,5,7,7,2
8800,0.0,0.0,24.0,70.0,-141.0,1584254.0,63921.0,42271.0,46772.0,19163.0,7910.0,8248.0,7223.0,5,7,7,2
9701,0.0,0.0,24.0,69.0,70.0,268460.0,16195.0,4071.0,4121.0,5928.0,2180.0,3018.0,2999.0,5,7,7,2
10897,0.0,0.0,16.0,56.0,121.0,1055366.0,925849.0,94170.0,35529.0,42229.0,75492.0,37600.0,25720.0,5,7,7,2
11803,0.0,0.0,21.0,53.0,69.0,152183.0,32678.0,5783.0,2678.0,3343.0,4578.0,4072.0,1966.0,5,7,7,2
12699,0.0,0.0,21.0,51.0,36.0,155010.0,66712.0,49964.0,6620.0,6191.0,6392.0,19600.0,11308.0,5,7,7,2
13900,0.0,0.0,13.0,35.0,74.0,69805.0,57969.0,571.0,3314.0,1897.0,2372.0,2223.0,2077.0,5,7,7,2
14801,0.0,0.0,14.0,37.0,45.0,813997.0,107136.0,8116.0,10571.0,7002.0,10322.0,11999.0,6265.0,5,7,7,2
15702,0.0,0.0,7.0,29.0,55.0,108348.0,166027.0,3627.0,14711.0,4137.0,8163.0,8984.0,8116.0,5,7,7,2
16898,0.0,0.0,23.0,10.0,39.0,920018.0,207418.0,11696.0,14305.0,14783.0,69835.0,22740.0,21513.0,5,7,7,2
17799,0.0,0.0,53.0,23.0,40.0,277818.0,16145.0,12639.0,9072.0,12057.0,47609.0,45613.0,42259.0,5,7,7,2
18700,0.0,0.0,74.0,26.0,83.0,13181.0,19668.0,7468.0,6014.0,17208.0,26074.0,17735.0,28005.0,5,7,7,2
19898,0.0,0.0,100.0,21.0,96.0,9314.0,10657.0,1175.0,3337.0,30121.0,48021.0,35091.0,27586.0,5,7,7,2
20799,0.0,0.0,100.0,29.0,7.0,1105235.0,73544.0,4028.0,21492.0,12678.0,27544.0,17841.0,33155.0,5,7,7,2
21700,0.0,0.0,77.0,40.0,163.0,62852.0,221702.0,173878.0,61032.0,43122.0,32365.0,22552.0,34231.0,5,7,7,2
22901,0.0,0.0,54.0,41.0,67.0,826777.0,134557.0,25624.0,12623.0,7299.0,12537.0,10796.0,4355.0,5,7,7,2
23802,0.0,0.0,41.0,63.0,-34.0,11373.0,10336.0,4300.0,19968.0,11109.0,16275.0,35446.0,13905.0,5,7,7,2
24703,0.0,0.0,50.0,60.0,91.0,57932.0,29897.0,7503.0,12524.0,48814.0,41022.0,20158.0,6239.0,5,7,7,2
25899,0.0,0.0,60.0,56.0,81.0,1465061.0,71793.0,49489.0,13711.0,12877.0,34803.0,23948.0,20044.0,5,7,7,2
26800,0.0,0.0,80.0,57.0,25.0,8693.0,15658.0,12026.0,10871.0,14285.0,44006.0,9482.0,24296.0,5,7,7,2
27698,0.0,0.0,63.0,60.0,-4.0,208152.0,36367.0,6726.0,25789.0,2578.0,4018.0,2283.0,6579.0,5,7,7,2
28899,0.0,0.0,69.0,67.0,44.0,18601.0,10871.0,13274.0,23648.0,14173.0,78560.0,14644.0,14081.0,5,7,7,2
29800,0.0,0.0,57.0,61.0,65.0,346240.0,49032.0,13079.0,1710.0,8300.0,3906.0,6857.0,5154.0,5,7,7,2
30701,0.0,0.0,44.0,57.0,-55.0,275920.0,164462.0,8490.0,33758.0,14511.0,41257.0,14594.0,15225.0,5,7,7,2
31902,0.0,0.0,63.0,37.0,36.0,428015.0,71510.0,7918.0,1766.0,13059.0,40489.0,16945.0,11861.0,5,7,7,2
32803,0.0,0.0,51.0,48.0,-25.0,296171.0,6448.0,47458.0,22772.0,13330.0,33012.0,20264.0,16657.0,5,7,7,2
33699,0.0,0.0,67.0,50.0,81.0,471590.0,53999.0,14269.0,14532.0,8106.0,43198.0,11591.0,6314.0,5,7,7,2
34600,0.0,0.0,63.0,34.0,-8.0,304066.0,198346.0,2410.0,5888.0,12701.0,24046.0,15108.0,13381.0,5,7,7,2
35801,0.0,0.0,60.0,54.0,-42.0,95331.0,20012.0,25628.0,13082.0,17286.0,19884.0,37536.0,21249.0,5,7,7,2
36702,0.0,0.0,61.0,41.0,52.0,14441.0,17730.0,7285.0,7059.0,12219.0,18139.0,15538.0,20328.0,5,7,7,2
37598,0.0,0.0,56.0,37.0,103.0,29051.0,116259.0,19301.0,13472.0,32827.0,40701.0,33618.0,19833.0,5,7,7,2
38799,0.0,0.0,61.0,57.0,87.0,1618512.0,117469.0,30353.0,28413.0,23236.0,34783.0,24473.0,16902.0,5,7,7,2
39700,0.0,0.0,67.0,56.0,66.0,25342.0,17334.0,11261.0,42990.0,22387.0,51204.0,10697.0,27299.0,5,7,7,2
40599,0.0,0.0,69.0,48.0,146.0,551533.0,29731.0,5171.0,3062.0,14110.0,28590.0,9575.0,20809.0,5,7,7,2
41802,0.0,0.0,75.0,43.0,-8.0,321668.0,79755.0,9460.0,8401.0,36937.0,43145.0,43687.0,27892.0,5,7,7,2
42703,0.0,0.0,74.0,38.0,22.0,653212.0,43052.0,12917.0,2330.0,10300.0,10462.0,4806.0,10007.0,5,7,7,2
43599,0.0,0.0,60.0,26.0,0.0,321787.0,16201.0,1710.0,1568.0,389.0,2634.0,1646.0,1503.0,5,7,7,2
